ym,revenue,n_orders,def_id,anchor,source,freight,voucher,status,aov
2016-09,0.0,1,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,0.0
2017-09,708094.5899999995,4248,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.68893361581908
2017-11,1153779.0100000012,7280,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,158.4861277472529
2018-02,971936.3300000011,6604,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,147.17388400969128
2017-08,661406.0200000027,4296,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,153.95857076350157
2017-10,770030.9800000001,4512,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,170.6628945035461
2017-07,572569.6300000029,3899,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,146.8503795845096
2017-06,504183.94000000285,3214,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,156.87116988176817
2017-05,584178.2700000036,3642,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,160.40040362438322
2018-09,166.46,1,approved|payments|incl|ex_canceled_unavail,approved,payments,n/a,incl,ex_canceled_unavail,166.46
2018-06,1001106.4999999959,6142,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,162.99356887007423
2017-02,277762.97999999963,1703,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,163.10216089254234
2018-07,998762.0400000011,6125,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,163.06319020408182
2018-04,1112080.6399999994,6758,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,164.55765611127543
2018-01,1064730.0000000019,7108,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,149.79319077096255
2018-05,1150135.089999996,7026,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,163.6969954454876
2017-12,864571.8199999996,5782,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,149.52815980629532
2018-08,1008122.9799999993,6575,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,153.3266889733839
2017-04,391590.6799999998,2352,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,166.4926360544217
2017-03,412543.94999999984,2626,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,157.09975247524747
2018-03,1137882.609999996,7249,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,156.97097668643895
2017-01,126815.44999999984,750,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,169.08726666666644
2016-10,50976.67999999997,294,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,173.3900680272108
2016-12,19.62,1,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,19.62
2016-09,0.0,1,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,0.0
2017-09,690395.299999999,4248,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,162.52243408662878
2017-11,1135285.0100000012,7280,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,155.94574313186828
2018-02,950352.730000001,6604,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,143.90562235009102
2017-08,646914.1300000033,4296,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,150.58522579143465
2017-10,751754.400000001,4512,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,166.6122340425534
2017-07,555083.7800000026,3899,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,142.36567837907222
2017-06,491491.77000000264,3214,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,152.92214374611157
2017-05,568241.750000004,3642,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,156.02464305326853
2018-09,0.0,1,approved|payments|excl|ex_canceled_unavail,approved,payments,n/a,excl,ex_canceled_unavail,0.0
2018-06,1015758.8399999954,6097,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,166.5997769394777
2017-02,270749.8499999996,1638,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,165.2929487179485
2018-07,1006454.6200000005,6050,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,166.35613553719017
2018-04,1109936.179999999,6639,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,167.18424160265084
2018-01,1069940.1600000013,6991,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,153.04536690030056
2018-05,1155811.159999994,6940,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,166.54339481267925
2017-12,868713.6000000002,5675,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,153.07728634361237
2018-08,1014122.0099999995,6504,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,155.9228182656826
2017-04,387782.0700000002,2278,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,170.22917910447768
2017-03,410734.6599999997,2554,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,160.82014878621757
2018-03,1132556.1399999952,7083,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,159.8978031907377
2017-01,121884.2899999998,715,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,170.4675384615382
2016-10,46490.65999999996,265,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,175.43645283018853
2016-12,19.62,1,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,19.62
2016-09,143.46,1,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,143.46
2017-11,1136252.8200000012,7150,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,158.91647832167848
2018-02,959033.0600000002,6536,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,146.73088433292537
2017-09,691353.1299999993,4170,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,165.79211750599504
2017-08,646649.9100000033,4217,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,153.3435878586681
2017-10,755425.4800000001,4441,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,170.10256248592663
2017-07,560275.7100000028,3828,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,146.3625156739819
2017-06,494351.84000000264,3143,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,157.28661788100624
2017-05,568069.7800000039,3548,approved|items|incl|delivered_only,approved,items,incl,n/a,delivered_only,160.1098590755366
2018-06,859882.7900000181,6097,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,141.03375266524816
2017-02,234163.37999999712,1638,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,142.95688644688468
2018-07,849818.1100000178,6050,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,140.46580330578806
2018-04,953526.9400000251,6639,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,143.62508510318196
2018-01,917667.2000000284,6991,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,131.26408239165045
2018-05,999867.2800000254,6940,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,144.07309510086822
2017-12,747390.6900000153,5675,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,131.6988000000027
2018-08,862639.5400000223,6504,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,132.6321555965594
2017-04,338207.84999999835,2278,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,148.46701053555677
2017-03,355372.2099999994,2554,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,139.14338684416578
2018-03,963604.2500000254,7083,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,136.04464915996405
2017-01,106888.0999999998,715,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,149.49384615384588
2016-10,40325.1100000001,265,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,152.17022641509473
2016-12,10.9,1,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,10.9
2016-09,134.97,1,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,134.97
2017-11,972604.1800000266,7150,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,136.02855664336036
2018-02,819355.2700000261,6536,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,125.36035342717658
2017-09,597240.9300000117,4170,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,143.22324460431935
2017-08,555061.4600000092,4217,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,131.62472373725615
2017-10,652987.8700000106,4441,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,147.03622382346558
2017-07,476556.8900000053,3828,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,124.49239550679344
2017-06,425825.55000000325,3143,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,135.48378937321135
2017-05,490696.21000000637,3548,approved|items|excl|delivered_only,approved,items,excl,n/a,delivered_only,138.3022012401371
2018-06,1015647.0199999956,6097,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,166.58143677218231
2017-02,270809.1699999997,1638,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,165.32916361416343
2018-07,1006517.9400000005,6050,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,166.36660165289265
2018-04,1109605.179999999,6639,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,167.1343846964903
2018-01,1070104.3400000015,6991,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,153.06885138034636
2018-05,1155401.7199999942,6940,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,166.48439769452366
2017-12,868061.5599999996,5675,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,152.9623894273127
2018-08,1013978.1399999995,6504,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,155.90069803198026
2017-04,387909.6300000001,2278,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,170.28517559262517
2017-03,410773.0999999998,2554,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,160.83519968676578
2018-03,1132507.459999995,7083,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,159.89093039672386
2017-01,121947.5999999998,715,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,170.55608391608365
2016-10,46566.70999999996,265,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,175.723433962264
2016-12,19.62,1,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,19.62
2016-09,0.0,1,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,0.0
2017-11,1135221.380000001,7150,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,158.7722209790211
2018-02,958707.0300000005,6536,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,146.68100214198293
2017-09,691445.6199999992,4170,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,165.81429736211012
2017-08,646735.4100000033,4217,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,153.36386293573707
2017-10,755343.5800000001,4441,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,170.0841206935375
2017-07,560380.5600000027,3828,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,146.38990595611358
2017-06,494527.0700000026,3143,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,157.34237034680325
2017-05,568297.3300000038,3548,approved|payments|incl|delivered_only,approved,payments,n/a,incl,delivered_only,160.17399379932462
2018-06,992316.0699999962,6097,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,162.75480892242024
2017-02,265486.60999999964,1638,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,162.07973748473725
2018-07,986945.1900000005,6050,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,163.13143636363645
2018-04,1088520.0200000005,6639,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,163.95843048651912
2018-01,1041773.8800000019,6991,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,149.01643255614388
2018-05,1134636.169999994,6940,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,163.49224351584928
2017-12,846288.0199999996,5675,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,149.12564229074883
2018-08,996532.0899999994,6504,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,153.21834102091012
2017-04,377217.9699999999,2278,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,165.5917339771729
2017-03,401281.06999999983,2554,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,157.11866483946744
2018-03,1106989.1899999974,7083,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,156.2881815614849
2017-01,118104.2199999998,715,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,165.18072727272698
2016-10,45848.179999999964,265,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,173.01199999999986
2016-12,19.62,1,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,19.62
2016-09,0.0,1,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,0.0
2017-11,1117173.1400000013,7150,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,156.2479916083918
2018-02,937123.43,6536,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,143.37873776009792
2017-09,673872.1099999995,4170,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,161.60002637889676
2017-08,632605.5400000034,4217,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,150.01317050035652
2017-10,737159.7100000011,4441,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,165.989576671921
2017-07,543190.4900000022,3828,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,141.89929205851678
2017-06,481979.3300000026,3143,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,153.35008908686052
2017-05,552431.9300000041,3548,approved|payments|excl|delivered_only,approved,payments,n/a,excl,delivered_only,155.70234780157952
2018-06,1027482.659999996,6108,carrier|items|incl|all,carrier,items,incl,n/a,all,168.21916502946888
2017-02,258707.01999999984,1517,carrier|items|incl|all,carrier,items,incl,n/a,all,170.5385761371126
2018-07,985249.5999999996,6055,carrier|items|incl|all,carrier,items,incl,n/a,all,162.71669694467377
2018-04,1178969.1699999983,7002,carrier|items|incl|all,carrier,items,incl,n/a,all,168.37605969722912
2018-03,1144574.7399999946,7178,carrier|items|incl|all,carrier,items,incl,n/a,all,159.4559403733623
